timestamp,net_load,total_cost,solve_time,total_generation,gen_0_power,gen_1_power,gen_2_power,gen_3_power,gen_4_power
2025-01-01 03:40:00,319.0879840793831,8884.97746666622,0.34200429916381836,319.087984079,50.0,30.0,20.0,10.0,209.08798407900002
2025-01-01 03:45:00,171.6099296342961,6881.71025,0.30669617652893066,220.5,50.0,30.0,20.0,10.0,110.5
2025-01-01 03:50:00,201.9693455852517,6881.71025,0.3414347171783447,220.5,50.0,30.0,20.0,10.0,110.5
2025-01-01 03:55:00,234.7583051068108,7170.230736833171,0.3268551826477051,234.758305107,50.0,30.0,20.0,10.0,124.75830510700001
2025-01-01 04:00:00,202.24532564944545,6881.71025,0.310924768447876,220.5,50.0,30.0,20.0,10.0,110.5
2025-01-01 04:05:00,323.935308959922,8983.97449561981,0.3065824508666992,323.93530896,50.0,30.0,20.0,10.0,213.93530896
2025-01-01 04:10:00,186.59525809592415,6881.71025,0.31209325790405273,220.5,50.0,30.0,20.0,10.0,110.5
2025-01-01 04:15:00,214.02327715627013,6750.7863853102735,0.3350706100463867,214.023277156,50.0,30.0,20.0,10.0,104.023277156
2025-01-01 04:20:00,181.1167877876508,6881.71025,0.3067588806152344,220.5,50.0,30.0,20.0,10.0,110.5
2025-01-01 04:25:00,187.6469752227351,6881.71025,0.32015061378479004,220.5,50.0,30.0,20.0,10.0,110.5
2025-01-01 04:30:00,237.16626161744887,7218.996490433643,0.30635929107666016,237.166261617,50.0,30.0,20.0,10.0,127.166261617
2025-01-01 04:35:00,269.9286482551794,7883.650137632671,0.3722083568572998,269.928648255,50.0,30.0,20.0,10.0,159.92864825499998
2025-01-01 04:40:00,172.0276212868792,6881.71025,0.33896446228027344,220.5,50.0,30.0,20.0,10.0,110.5
2025-01-01 04:45:00,334.2516161213795,9194.82110975288,0.32501864433288574,334.251616121,50.0,30.0,20.0,10.0,224.25161612099998
2025-01-01 04:50:00,279.6516959535457,8081.315617020068,0.33810997009277344,279.651695954,50.0,30.0,20.0,10.0,169.651695954
2025-01-01 04:55:00,177.37445279870437,6881.71025,0.3391251564025879,220.5,50.0,30.0,20.0,10.0,110.5
2025-01-01 05:00:00,204.9713472490592,6881.71025,0.3119471073150635,220.5,50.0,30.0,20.0,10.0,110.5
2025-01-01 05:05:00,267.77284255498216,7839.849120947885,0.46669602394104004,267.772842555,50.0,30.0,20.0,10.0,157.772842555
2025-01-01 05:10:00,304.13758572183906,8579.941116629967,0.33240437507629395,304.137585722,50.0,30.0,20.0,10.0,194.13758572199998
2025-01-01 05:15:00,288.93425426719097,8270.202552690087,0.3184983730316162,288.934254267,50.0,30.0,20.0,10.0,178.93425426699997
2025-01-01 05:20:00,247.0268783369268,7418.813932126783,0.3272514343261719,247.026878337,50.0,30.0,20.0,10.0,137.026878337
2025-01-01 05:25:00,215.2738461007756,6776.0595046928975,0.3233962059020996,215.273846101,50.0,30.0,20.0,10.0,105.273846101
2025-01-01 05:30:00,313.81119185842726,8777.26283908658,0.3240010738372803,313.811191858,50.0,30.0,20.0,10.0,203.81119185799997
2025-01-01 05:35:00,349.90098220154306,9515.072125301485,0.3668684959411621,349.900982202,50.0,30.0,20.0,10.0,239.90098220200002
2025-01-01 05:40:00,374.63726690112,10022.278221052831,0.36968493461608887,374.637266901,50.0,30.0,20.0,10.0,264.637266901
2025-01-01 05:45:00,210.1435154426638,6672.399032545283,0.3128836154937744,210.143515443,50.0,30.0,20.0,10.0,100.14351544300001
2025-01-01 05:50:00,181.61447096020788,6881.71025,0.31879329681396484,220.5,50.0,30.0,20.0,10.0,110.5
2025-01-01 05:55:00,355.13153767654615,9622.22022430389,0.32016682624816895,355.131537677,50.0,30.0,20.0,10.0,245.13153767699998
2025-01-01 06:00:00,294.19596801919994,8377.347515014457,0.3809483051300049,294.195968019,50.0,30.0,20.0,10.0,184.19596801900002
2025-01-01 06:05:00,259.5408954663218,7672.680388736773,0.3154878616333008,259.540895466,50.0,30.0,20.0,10.0,149.540895466
2025-01-01 06:10:00,467.2999364937846,12648.763622252329,0.32970571517944336,467.299936494,107.29993649400001,30.0,20.0,10.0,300.0
2025-01-01 06:15:00,262.8878729777526,7740.6321612637375,0.3161795139312744,262.887872978,50.0,30.0,20.0,10.0,152.88787297800002
2025-01-01 06:20:00,375.30348216778754,10035.955581010467,0.32029175758361816,375.303482168,50.0,30.0,20.0,10.0,265.303482168
2025-01-01 06:25:00,220.52569450391348,6882.229819225591,0.31527090072631836,220.525694504,50.0,30.0,20.0,10.0,110.525694504
2025-01-01 06:30:00,364.1154088233663,9806.38281746128,0.3127479553222656,364.115408823,50.0,30.0,20.0,10.0,254.115408823
2025-01-01 06:35:00,219.92896651387477,6870.163707958836,0.35150814056396484,219.928966514,50.0,30.0,20.0,10.0,109.928966514
2025-01-01 06:40:00,389.212913223152,10321.718115370473,0.312777042388916,389.212913223,50.0,30.0,20.0,10.0,279.212913223
2025-01-01 06:45:00,354.2680629586916,9604.528145761742,0.3432350158691406,354.268062959,50.0,30.0,20.0,10.0,244.26806295900002
2025-01-01 06:50:00,184.19082875373277,6881.71025,0.33774447441101074,220.5,50.0,30.0,20.0,10.0,110.5
2025-01-01 06:55:00,367.94573180929694,9884.95063673848,0.3300912380218506,367.945731809,50.0,30.0,20.0,10.0,257.945731809
2025-01-01 07:00:00,359.0485607643024,9702.49640089862,0.31870031356811523,359.048560764,50.0,30.0,20.0,10.0,249.048560764
2025-01-01 07:05:00,342.58846425265807,9365.366678763568,0.3535122871398926,342.588464253,50.0,30.0,20.0,10.0,232.58846425299998
2025-01-01 07:10:00,315.18933783007856,8805.389420959114,0.31539440155029297,315.18933783,50.0,30.0,20.0,10.0,205.18933783
2025-01-01 07:15:00,320.98758217389064,8923.767403311631,0.3230137825012207,320.987582174,50.0,30.0,20.0,10.0,210.987582174
2025-01-01 07:20:00,279.9333598768241,8087.044544339085,0.31389522552490234,279.933359877,50.0,30.0,20.0,10.0,169.933359877
2025-01-01 07:25:00,243.31259342678516,7343.524116106233,0.31734704971313477,243.312593427,50.0,30.0,20.0,10.0,133.312593427
2025-01-01 07:30:00,184.52404072104449,6881.71025,0.3610978126525879,220.5,50.0,30.0,20.0,10.0,110.5
2025-01-01 07:35:00,340.8802477505491,9330.410643821564,0.34493112564086914,340.880247751,50.0,30.0,20.0,10.0,230.880247751
2025-01-01 07:40:00,442.2417332148204,11802.026050094144,0.3117673397064209,442.241733215,82.24173321500001,30.0,20.0,10.0,300.0
2025-01-01 07:45:00,464.34579030451033,12547.634588237499,0.39665889739990234,464.345790305,104.34579030499998,30.0,20.0,10.0,300.0
2025-01-01 07:50:00,456.0062843102676,12264.03266184025,1.251941442489624,456.00628431,96.00628431000001,30.0,20.0,10.0,300.0
2025-01-01 07:55:00,304.41151605122224,8585.526158593248,1.1465132236480713,304.411516051,50.0,30.0,20.0,10.0,194.41151605099998
2025-01-01 08:00:00,361.5409972504697,9753.592818297524,0.8973584175109863,361.54099725,50.0,30.0,20.0,10.0,251.54099724999998
2025-01-01 08:05:00,350.7761205876876,9532.995552005408,0.8143351078033447,350.776120588,50.0,30.0,20.0,10.0,240.77612058800003
2025-01-01 08:10:00,289.54081761600514,8282.551257510222,0.5854856967926025,289.540817616,50.0,30.0,20.0,10.0,179.54081761600003
2025-01-01 08:15:00,149.74306961331368,6881.71025,0.5949816703796387,220.5,50.0,30.0,20.0,10.0,110.5
2025-01-01 08:20:00,173.87898196762745,6881.71025,0.3193979263305664,220.5,50.0,30.0,20.0,10.0,110.5
2025-01-01 08:25:00,274.9743682097948,7986.203906366289,0.31807804107666016,274.97436821,50.0,30.0,20.0,10.0,164.97436821000002
2025-01-01 08:30:00,114.5246385476872,6881.71025,0.34131312370300293,220.5,50.0,30.0,20.0,10.0,110.5
2025-01-01 08:35:00,367.1472630963453,9868.569976837764,0.35245347023010254,367.147263096,50.0,30.0,20.0,10.0,257.147263096
2025-01-01 08:40:00,301.44463098751464,8525.04366649413,0.33779144287109375,301.444630988,50.0,30.0,20.0,10.0,191.44463098799997
2025-01-01 08:45:00,281.1236551985382,8111.256409348666,0.31488466262817383,281.123655199,50.0,30.0,20.0,10.0,171.12365519899998
2025-01-01 08:50:00,360.8180897230405,9738.771508592294,0.341961145401001,360.818089723,50.0,30.0,20.0,10.0,250.818089723
2025-01-01 08:55:00,490.94743190376687,13470.867555565053,0.3149864673614502,490.947431904,130.94743190399998,30.0,20.0,10.0,300.0
2025-01-01 09:00:00,353.35945566172626,9585.912937900106,0.3107483386993408,353.359455662,50.0,30.0,20.0,10.0,243.35945566200002
2025-01-01 09:05:00,247.27605816248257,7423.865879384497,0.31093692779541016,247.276058162,50.0,30.0,20.0,10.0,137.276058162
2025-01-01 09:10:00,220.86256111643712,6889.041729777199,0.31530308723449707,220.862561116,50.0,30.0,20.0,10.0,110.862561116
2025-01-01 09:15:00,321.81682766480293,8940.702921782064,0.36617326736450195,321.816827665,50.0,30.0,20.0,10.0,211.816827665
2025-01-01 09:20:00,311.56994966385673,8731.529437887548,0.3150944709777832,311.569949664,50.0,30.0,20.0,10.0,201.56994966399998
2025-01-01 09:25:00,231.34621659951583,7101.149236283134,0.3169889450073242,231.3462166,50.0,30.0,20.0,10.0,121.34621659999999
2025-01-01 09:30:00,293.92721857801496,8371.87359329384,0.31635522842407227,293.927218578,50.0,30.0,20.0,10.0,183.927218578
2025-01-01 09:35:00,215.51615362293091,6780.956731135393,0.4611830711364746,215.516153623,50.0,30.0,20.0,10.0,105.51615362300001
2025-01-01 09:40:00,674.2695707161868,20297.640610578685,0.3244321346282959,674.269570716,200.0,144.26957071599998,20.0,10.0,300.0
2025-01-01 09:45:00,373.96771620222,10008.5332792369,0.3161466121673584,373.967716202,50.0,30.0,20.0,10.0,263.967716202
2025-01-01 09:50:00,164.1943243748244,6881.71025,0.33154869079589844,220.5,50.0,30.0,20.0,10.0,110.5
2025-01-01 09:55:00,326.0023705687481,9026.204435471427,0.33360958099365234,326.002370569,50.0,30.0,20.0,10.0,216.002370569
2025-01-01 10:00:00,198.07892339296848,6881.71025,0.31374239921569824,220.5,50.0,30.0,20.0,10.0,110.5
2025-01-01 10:05:00,534.7199165654088,15051.638481839609,0.31830573081970215,534.719916565,174.71991656499995,30.0,20.0,10.0,300.0
2025-01-01 10:10:00,194.9510734544866,6881.71025,0.3133246898651123,220.5,50.0,30.0,20.0,10.0,110.5
2025-01-01 10:15:00,229.76868349922583,7069.218207527083,0.31165409088134766,229.768683499,50.0,30.0,20.0,10.0,119.76868349899999
2025-01-01 10:20:00,351.1842575843219,9541.354997786346,0.3518502712249756,351.184257584,50.0,30.0,20.0,10.0,241.18425758400002
2025-01-01 10:25:00,208.2792834168356,6881.71025,0.319324254989624,220.5,50.0,30.0,20.0,10.0,110.5
2025-01-01 10:30:00,414.5602741813999,10895.844695804119,0.3843345642089844,414.560274181,54.56027418100001,30.0,20.0,10.0,300.0
2025-01-01 10:35:00,300.87527280260304,8513.43882582762,0.5082297325134277,300.875272803,50.0,30.0,20.0,10.0,190.87527280299997
2025-01-01 10:40:00,380.4945743499427,10142.558801752788,0.33895349502563477,380.49457435,50.0,30.0,20.0,10.0,270.49457435
2025-01-01 10:45:00,360.0863093165387,9723.769348447797,0.32837748527526855,360.086309317,50.0,30.0,20.0,10.0,250.08630931699997
2025-01-01 10:50:00,188.7975653173841,6881.71025,0.3459007740020752,220.5,50.0,30.0,20.0,10.0,110.5
2025-01-01 10:55:00,261.11538496665503,7704.6435589137245,0.31363606452941895,261.115384967,50.0,30.0,20.0,10.0,151.115384967
2025-01-01 11:00:00,401.1828269026702,10567.943976743223,0.3414580821990967,401.182826903,50.0,30.0,20.0,10.0,291.182826903
2025-01-01 11:05:00,408.7757722993578,10724.282408092862,0.3327903747558594,408.775772299,50.0,30.0,20.0,10.0,298.775772299
2025-01-01 11:10:00,220.94417877703893,6890.692186344502,0.37259745597839355,220.944178777,50.0,30.0,20.0,10.0,110.94417877699999
2025-01-01 11:15:00,360.84563616391847,9739.336256462522,0.35036730766296387,360.845636164,50.0,30.0,20.0,10.0,250.84563616399998
2025-01-01 11:20:00,209.00119933743315,6881.71025,1.1167516708374023,220.5,50.0,30.0,20.0,10.0,110.5
2025-01-01 11:25:00,368.5978205406869,9898.329243608554,0.6569302082061768,368.597820541,50.0,30.0,20.0,10.0,258.597820541
2025-01-01 11:30:00,375.25692001637617,10034.999633936375,0.32231807708740234,375.256920016,50.0,30.0,20.0,10.0,265.256920016
2025-01-01 11:35:00,339.1527864340988,9295.066728210466,0.3135795593261719,339.152786434,50.0,30.0,20.0,10.0,229.152786434
2025-01-01 11:40:00,238.28487331548337,7241.654475021445,0.38520383834838867,238.284873315,50.0,30.0,20.0,10.0,128.284873315
2025-01-01 11:45:00,258.7727318171802,7657.0879620722935,0.31709766387939453,258.772731817,50.0,30.0,20.0,10.0,148.77273181700002
2025-01-01 11:50:00,371.788155225777,9963.796142736632,0.3286621570587158,371.788155226,50.0,30.0,20.0,10.0,261.788155226
2025-01-01 11:55:00,285.9807213966664,8210.08364224341,0.31523633003234863,285.980721397,50.0,30.0,20.0,10.0,175.98072139700002
2025-01-01 12:00:00,753.9653870917122,23811.189541514883,0.3169271945953369,753.965387092,200.0,180.0,63.965387092000014,10.0,300.0
2025-01-01 12:05:00,323.84666129000834,8982.16362034488,0.3941035270690918,323.84666129,50.0,30.0,20.0,10.0,213.84666129
2025-01-01 12:10:00,253.94119386071657,7559.04294451013,0.3316347599029541,253.941193861,50.0,30.0,20.0,10.0,143.941193861
2025-01-01 12:15:00,370.37636224740726,9934.82309495698,0.3537745475769043,370.376362247,50.0,30.0,20.0,10.0,260.376362247
2025-01-01 12:20:00,587.7356769279528,17006.749818335014,0.3430647850036621,587.735676928,200.0,57.735676927999975,20.0,10.0,300.0
2025-01-01 12:25:00,292.9550573026501,8352.073699052744,0.3174293041229248,292.955057303,50.0,30.0,20.0,10.0,182.955057303
2025-01-01 12:30:00,544.741515152507,15424.334003010525,0.3219013214111328,544.741515153,184.74151515300002,30.0,20.0,10.0,300.0
2025-01-01 12:35:00,364.1475438499816,9807.041851044987,0.3217952251434326,364.14754385,50.0,30.0,20.0,10.0,254.14754384999998
2025-01-01 12:40:00,332.2865944480592,9154.64321903129,0.3078348636627197,332.286594448,50.0,30.0,20.0,10.0,222.28659444800002
2025-01-01 12:45:00,323.3985961023073,8973.010882858305,0.3351137638092041,323.398596102,50.0,30.0,20.0,10.0,213.398596102
2025-01-01 12:50:00,301.08791487923946,8517.772888792804,0.3065016269683838,301.087914879,50.0,30.0,20.0,10.0,191.08791487899998
2025-01-01 12:55:00,241.03100914152915,7297.28930819677,0.31099724769592285,241.031009142,50.0,30.0,20.0,10.0,131.031009142
2025-01-01 13:00:00,494.1396775277492,13583.559387586316,0.37738537788391113,494.139677528,134.139677528,30.0,20.0,10.0,300.0
2025-01-01 13:05:00,271.7241159002345,7920.137007663637,0.3359110355377197,271.7241159,50.0,30.0,20.0,10.0,161.72411590000002
2025-01-01 13:10:00,398.79169416400674,10518.734525898113,0.3376810550689697,398.791694164,50.0,30.0,20.0,10.0,288.791694164
2025-01-01 13:15:00,285.1359245949102,8192.891083983746,0.34375572204589844,285.135924595,50.0,30.0,20.0,10.0,175.135924595
2025-01-01 13:20:00,325.8775613332221,9023.654348147084,0.30589938163757324,325.877561333,50.0,30.0,20.0,10.0,215.87756133300002
2025-01-01 13:25:00,268.59782611614,7856.6097927687215,0.32595038414001465,268.597826116,50.0,30.0,20.0,10.0,158.59782611600002
2025-01-01 13:30:00,425.0595983195279,11235.942976271195,0.3226637840270996,425.05959832,65.05959832000002,30.0,20.0,10.0,300.0
2025-01-01 13:35:00,269.9065695331259,7883.201501639812,0.31207895278930664,269.906569533,50.0,30.0,20.0,10.0,159.90656953299998
2025-01-01 13:40:00,488.5293203671468,13385.775334890059,0.47788238525390625,488.529320367,128.52932036700003,30.0,20.0,10.0,300.0
2025-01-01 13:45:00,293.9159555156589,8371.644189013363,0.30910682678222656,293.915955516,50.0,30.0,20.0,10.0,183.915955516
2025-01-01 13:50:00,452.5689961855989,12147.950266677673,0.3812680244445801,452.568996186,92.56899618599999,30.0,20.0,10.0,300.0
2025-01-01 13:55:00,404.0299416868272,10626.552440348461,0.3187124729156494,404.029941687,50.0,30.0,20.0,10.0,294.029941687
2025-01-01 14:00:00,156.91192707265415,6881.71025,0.3152172565460205,220.5,50.0,30.0,20.0,10.0,110.5
2025-01-01 14:05:00,337.00149357447674,9251.059549564827,0.30725741386413574,337.001493574,50.0,30.0,20.0,10.0,227.001493574
2025-01-01 14:10:00,347.00696787584207,9455.811660341777,0.34430742263793945,347.006967876,50.0,30.0,20.0,10.0,237.00696787599998
2025-01-01 14:15:00,201.19833583350535,6881.71025,0.3594217300415039,220.5,50.0,30.0,20.0,10.0,110.5
2025-01-01 14:20:00,336.7760598646281,9246.448578627893,0.32692551612854004,336.776059865,50.0,30.0,20.0,10.0,226.77605986499998
2025-01-01 14:25:00,262.90442526740514,7740.968268606232,0.3050549030303955,262.904425267,50.0,30.0,20.0,10.0,152.90442526700002
2025-01-01 14:30:00,315.7817177908054,8817.480471197016,0.3118903636932373,315.781717791,50.0,30.0,20.0,10.0,205.781717791
2025-01-01 14:35:00,502.6795580890456,13887.035868599447,0.3250706195831299,502.679558089,142.679558089,30.0,20.0,10.0,300.0
2025-01-01 14:40:00,373.8841925899558,10006.818718898878,0.3122866153717041,373.88419259,50.0,30.0,20.0,10.0,263.88419259
2025-01-01 14:45:00,349.4798889054838,9506.44839528995,0.3222014904022217,349.479888905,50.0,30.0,20.0,10.0,239.479888905
2025-01-01 14:50:00,278.3318780816528,8054.473182818613,0.30718016624450684,278.331878082,50.0,30.0,20.0,10.0,168.331878082
2025-01-01 14:55:00,393.8299003530466,10416.657419394394,0.33797430992126465,393.829900353,50.0,30.0,20.0,10.0,283.829900353
2025-01-01 15:00:00,346.0979162651936,9437.200551364676,0.33534693717956543,346.097916265,50.0,30.0,20.0,10.0,236.09791626499998
2025-01-01 15:05:00,358.31762846775905,9687.514213967972,0.3123908042907715,358.317628468,50.0,30.0,20.0,10.0,248.317628468
2025-01-01 15:10:00,358.3612548526005,9688.408409972157,0.333082914352417,358.361254853,50.0,30.0,20.0,10.0,248.361254853
2025-01-01 15:15:00,274.6556648865647,7979.72478571938,0.35157012939453125,274.655664887,50.0,30.0,20.0,10.0,164.655664887
2025-01-01 15:20:00,397.5634713131371,10493.462176293582,0.3337094783782959,397.563471313,50.0,30.0,20.0,10.0,287.563471313
2025-01-01 15:25:00,300.6391623730656,8508.626537690277,0.32370734214782715,300.639162373,50.0,30.0,20.0,10.0,190.63916237299998
2025-01-01 15:30:00,270.05699627557755,7886.258167576896,0.7164905071258545,270.056996276,50.0,30.0,20.0,10.0,160.056996276
2025-01-01 15:35:00,259.266604861594,7667.112616567028,0.38243651390075684,259.266604862,50.0,30.0,20.0,10.0,149.266604862
2025-01-01 15:40:00,390.7592506976519,10353.510770812503,0.4061617851257324,390.759250698,50.0,30.0,20.0,10.0,280.759250698
2025-01-01 15:45:00,365.3552688922219,9831.811691190906,0.46298670768737793,365.355268892,50.0,30.0,20.0,10.0,255.35526889200003
2025-01-01 15:50:00,717.2642297267092,22059.1904843932,0.3249688148498535,717.264229727,200.0,180.0,27.264229727000043,10.0,300.0
2025-01-01 15:55:00,361.022921995969,9742.97094728741,0.36821579933166504,361.022921996,50.0,30.0,20.0,10.0,251.02292199599998
2025-01-01 16:00:00,422.1539275608866,11141.38004105516,0.3981602191925049,422.153927561,62.15392756099999,30.0,20.0,10.0,300.0
2025-01-01 16:05:00,509.7048117629845,14138.874966189906,0.33367228507995605,509.704811763,149.704811763,30.0,20.0,10.0,300.0
2025-01-01 16:10:00,301.438497478888,8524.918647897017,0.3682281970977783,301.438497479,50.0,30.0,20.0,10.0,191.43849747899998
2025-01-01 16:15:00,350.8552662509089,9534.61658430084,1.641465187072754,350.855266251,50.0,30.0,20.0,10.0,240.855266251
2025-01-01 16:20:00,297.8565513905887,8451.92111172052,0.5367982387542725,297.856551391,50.0,30.0,20.0,10.0,187.85655139099998
2025-01-01 16:25:00,405.9771700654477,10666.645886499686,0.4388704299926758,405.977170065,50.0,30.0,20.0,10.0,295.977170065
2025-01-01 16:30:00,288.01094035439166,8251.406701965716,0.36088061332702637,288.010940354,50.0,30.0,20.0,10.0,178.010940354
2025-01-01 16:35:00,469.8880896120935,12737.650533131498,0.3884580135345459,469.888089612,109.88808961199999,30.0,20.0,10.0,300.0
2025-01-01 16:40:00,354.50820287303225,9609.448318732186,0.6355977058410645,354.508202873,50.0,30.0,20.0,10.0,244.50820287300002
2025-01-01 16:45:00,251.3310359107197,7506.095179931675,0.37409019470214844,251.331035911,50.0,30.0,20.0,10.0,141.331035911
2025-01-01 16:50:00,389.26875997174415,10322.866239736299,1.0819480419158936,389.268759972,50.0,30.0,20.0,10.0,279.268759972
2025-01-01 16:55:00,274.2300481999129,7971.072472731775,0.34833788871765137,274.2300482,50.0,30.0,20.0,10.0,164.2300482
2025-01-01 17:00:00,321.8856414261114,8942.108353562508,0.38779783248901367,321.885641426,50.0,30.0,20.0,10.0,211.885641426
2025-01-01 17:05:00,429.4316479320512,11378.864512651064,0.371842622756958,429.431647932,69.43164793199998,30.0,20.0,10.0,300.0
2025-01-01 17:10:00,425.16990287199263,11239.53941096692,0.39948201179504395,425.169902872,65.16990287200002,30.0,20.0,10.0,300.0
2025-01-01 17:15:00,186.9703548481044,6881.71025,0.3979365825653076,220.5,50.0,30.0,20.0,10.0,110.5
2025-01-01 17:20:00,351.5586022319821,9549.022602952278,0.6233623027801514,351.558602232,50.0,30.0,20.0,10.0,241.558602232
2025-01-01 17:25:00,302.14552388769664,8539.330380110194,0.4232594966888428,302.145523888,50.0,30.0,20.0,10.0,192.145523888
2025-01-01 17:30:00,377.95970585272175,10090.496521020827,0.3560917377471924,377.959705853,50.0,30.0,20.0,10.0,267.959705853
2025-01-01 17:35:00,322.6945077123475,8958.629107850851,0.4807276725769043,322.694507712,50.0,30.0,20.0,10.0,212.69450771200002
2025-01-01 17:40:00,351.4279780022043,9546.347028602133,0.32852745056152344,351.427978002,50.0,30.0,20.0,10.0,241.42797800199997
